"area","subarea","name","condition","cylinders","drive","fuel","odometer","paintcolor","size","transmission","type","dealer","price","lnprice","year","age","lnodometer","LE","XLE","SE","cond_excellent","cond_good","cond_likenew","cylind6","agesq","agecu","odometersq"
"chicago","chicago suburbs","1999 toyota camry le","good","6 cylinders","Missing","gas",16.3,NA,NA,"automatic","Missing",0,1000,6.9077554,1999,19,2.7911651,1,0,0,0,1,0,1,361,6859,265.69
"chicago","chicago N","2002 toyota camry le 4cyl","good","4 cylinders","fwd","gas",17.3906,"blue","mid-size","automatic","sedan",0,3500,8.1605186,2002,16,2.8559299,1,0,0,0,1,0,0,256,4096,302.43296836
"chicago","chicago city","2002 2002 Toyota camry","Missing","Missing","Missing","gas",14.3267211914062,NA,NA,"automatic","Missing",0,3900,8.2687321,2002,16,2.6621263,0,0,0,0,0,0,0,256,4096,205.254940096289
"chicago","chicago S","2003 toyota camry","excellent","4 cylinders","fwd","gas",17,"grey","mid-size","automatic","Missing",0,2800,7.9373746,2003,15,2.8332133,0,0,0,1,0,0,0,225,3375,289
"chicago","chicago W","2010 toyota camry le","excellent","4 cylinders","fwd","gas",14.4,NA,NA,"automatic","Missing",0,5800,8.6656132,2010,8,2.6672282,1,0,0,1,0,0,0,64,512,207.36
"chicago","chicago W","2004 Toyota Camry le","like new","4 cylinders","fwd","gas",12.7,"blue","mid-size","automatic","sedan",0,3300,8.1016779,2004,14,2.5416019,1,0,0,0,0,1,0,196,2744,161.29
"chicago","chicago N","2001 Toyota Camry","good","4 cylinders","fwd","gas",13.9,"silver",NA,"automatic","Missing",0,1099,7.0021558,2001,17,2.6318889,0,0,0,0,1,0,0,289,4913,193.21
"chicago","chicago suburbs","2001 Toyota Camry.","good","4 cylinders","fwd","gas",11.5,"silver","full-size","automatic","sedan",0,2499,7.8236461,2001,17,2.442347,0,0,0,0,1,0,0,289,4913,132.25
"chicago","chicago city","2010 TOYOTA CAMRY","Missing","Missing","fwd","gas",8.14,"blue",NA,"automatic","sedan",1,7999,8.987072,2010,8,2.0967901,0,0,0,0,0,0,0,64,512,66.2596
"chicago","chicago city","2002 Toyota Camry LE Sedan","excellent","4 cylinders","fwd","gas",16.9435,"grey","mid-size","automatic","sedan",0,3900,8.2687321,2002,16,2.8298843,1,0,0,1,0,0,0,256,4096,287.08219225
"chicago","chicago N","2005 Toyota Camry","excellent","4 cylinders","fwd","gas",14.8987,"red","mid-size","automatic","sedan",1,5495,8.6115942,2005,13,2.7012739,0,0,0,1,0,0,0,169,2197,221.97126169
"chicago","chicago S","2003 Toyota Camry LE","Missing","Missing","fwd","gas",16.5533,"silver",NA,"automatic","sedan",1,2995,8.0046997,2003,15,2.8065856,1,0,0,0,0,0,0,225,3375,274.01174089
"chicago","chicago city","2003 Toyota Camry","Missing","4 cylinders","Missing","gas",14.0816717147827,NA,NA,"automatic","Missing",0,2700,7.9010072,2003,15,2.6448741,0,0,0,0,0,0,0,225,3375,198.293478282911
"chicago","chicago suburbs","1999 toyota camry","excellent","6 cylinders","Missing","gas",11.4,NA,NA,"automatic","sedan",0,5249,8.565793,1999,19,2.4336133,0,0,0,1,0,0,1,361,6859,129.96
"chicago","chicago city","2015 TOYOTA CAMRY","Missing","Missing","fwd","gas",2.5929,"black",NA,"automatic","sedan",1,12995,9.4723196,2015,3,0.95277697,0,0,0,0,0,0,0,9,27,6.72313041
"chicago","chicago city","2002 toyota camry solara","excellent","6 cylinders","Missing","gas",15,"blue","compact","automatic","coupe",0,3000,8.0063677,2002,16,2.7080503,0,0,0,1,0,0,1,256,4096,225
"chicago","chicago suburbs","2015 Toyota Camry","Missing","4 cylinders","fwd","gas",1.5955,"silver","mid-size","automatic","sedan",1,16257,9.6962786,2015,3,0.46718717,0,0,0,0,0,0,0,9,27,2.54562025
"chicago","chicago city","2015 Toyota Camry","Missing","4 cylinders","fwd","gas",3.1078,"silver",NA,"automatic","sedan",1,15910,9.6747036,2015,3,1.1339151,0,0,0,0,0,0,0,9,27,9.65842084
"chicago",NA,"2011 Toyota Camry","Missing","4 cylinders","fwd","gas",6.4628,"black",NA,"automatic","sedan",1,9700,9.1798811,2011,7,1.8660626,0,0,0,0,0,0,0,49,343,41.76778384
"chicago","chicago city","2015 TOYOTA CAMRY","Missing","Missing","fwd","gas",7.1225,"black",NA,"automatic","sedan",1,11995,9.3922453,2015,3,1.9632587,0,0,0,0,0,0,0,9,27,50.73000625
"chicago","chicago city","2014 Toyota Camry","Missing","4 cylinders","fwd","gas",4.7536,"silver","mid-size","automatic","sedan",1,14991,9.6152058,2014,4,1.5589023,0,0,0,0,0,0,0,16,64,22.59671296
"chicago","chicago suburbs","2015 Toyota Camry","Missing","4 cylinders","fwd","gas",1.6867,"grey","mid-size","automatic","sedan",1,15966,9.6782169,2015,3,0.52277398,0,0,0,0,0,0,0,9,27,2.84495689
"chicago","chicago suburbs","2007 Toyota Camry se","excellent","4 cylinders","fwd","gas",13.1,"silver","mid-size","automatic","sedan",0,6700,8.8098631,2007,11,2.5726123,0,0,1,1,0,0,0,121,1331,171.61
"chicago","chicago city","1999 toyota camry","excellent","4 cylinders","Missing","gas",25.3,NA,"full-size","automatic","Missing",0,1200,7.0900769,1999,19,3.2308044,0,0,0,1,0,0,0,361,6859,640.09
"chicago","chicago city","2007 Toyota Camry","good","4 cylinders","Missing","gas",11.6269302368164,NA,NA,"automatic","Missing",0,6500,8.7795572,2007,11,2.4533241,0,0,0,0,1,0,0,121,1331,135.185506731796
"chicago","chicago W","2014 toyota camry","like new","4 cylinders","fwd","gas",2.4691,"grey","full-size","automatic","sedan",0,16489,9.7104492,2014,4,0.90385371,0,0,0,0,0,1,0,16,64,6.09645481
"chicago","chicago city","2013 Toyota Camry","good","4 cylinders","Missing","gas",5.0608,"red",NA,"automatic","Missing",0,14000,9.546813,2013,5,1.6215246,0,0,0,0,1,0,0,25,125,25.61169664
"chicago","chicago W","2002 toyota camry le 4dr sedan","good","6 cylinders","fwd","gas",15.9282,"red",NA,"automatic","sedan",0,4000,8.2940493,2002,16,2.7680912,1,0,1,0,1,0,1,256,4096,253.70755524
"chicago","chicago W","2000 toyota camry le","good","4 cylinders","fwd","gas",18.3973,NA,NA,"automatic","sedan",0,1695,7.4354382,2000,18,2.912204,1,0,0,0,1,0,0,324,5832,338.46064729
"chicago","chicago suburbs","2014 Toyota Camry","excellent","6 cylinders","fwd","gas",4.902,"silver",NA,"automatic","sedan",1,14487,9.581007,2014,4,1.5896432,0,0,0,1,0,0,1,16,64,24.029604
"chicago","chicago city","1998 toyota camry","Missing","4 cylinders","fwd","gas",16.8242588043213,"white",NA,"automatic","Missing",0,2100,7.6496925,1998,20,2.8228219,0,0,0,0,0,0,0,400,8000,283.055684314782
"chicago","chicago suburbs","2012 Toyota Camry","Missing","4 cylinders","fwd","gas",5.7619,"custom","mid-size","automatic","sedan",1,14388,9.5741501,2012,6,1.7512673,0,0,0,0,0,0,0,36,216,33.19949161
"chicago","chicago city","2017 TOYOTA CAMRY","Missing","Missing","fwd","gas",2.9439,"black",NA,"automatic","sedan",1,16499,9.7110548,2017,1,1.0797353,0,0,0,0,0,0,0,1,1,8.66654721
"chicago","chicago suburbs","2006 Toyota_ Camry_","excellent","4 cylinders","fwd","gas",10,"white","mid-size","automatic","sedan",1,6300,8.7483053,2006,12,2.3025851,0,0,0,1,0,0,0,144,1728,100
"chicago","chicago suburbs","2014 Toyota Camry SE","good","4 cylinders","fwd","gas",4.3,"grey",NA,"automatic","sedan",0,11700,9.3673439,2014,4,1.4586151,0,0,1,0,1,0,0,16,64,18.49
"chicago","chicago N","2012 Toyota Camry","Missing","4 cylinders","fwd","gas",5.7619,"custom","mid-size","automatic","sedan",1,14388,9.5741501,2012,6,1.7512673,0,0,0,0,0,0,0,36,216,33.19949161
"chicago","chicago city","2001 Toyota Camry","Missing","Missing","Missing","gas",16.2014694213867,NA,NA,"automatic","Missing",0,1600,7.377759,2001,17,2.7851019,0,0,0,0,0,0,0,289,4913,262.487611412129
"chicago","chicago city","2015 TOYOTA CAMRY","Missing","Missing","fwd","gas",6.0499,NA,NA,"automatic","sedan",1,12322,9.4191418,2015,3,1.8000418,0,0,0,0,0,0,0,9,27,36.60129001
"chicago","chicago city","2002 Toyota Camry","Missing","4 cylinders","Missing","gas",16.84,NA,NA,"automatic","Missing",0,3000,8.0063677,2002,16,2.8237569,0,0,0,0,0,0,0,256,4096,283.5856
"chicago","chicago suburbs","2009 Toyota Camry","Missing","4 cylinders","Missing","gas",13.04,"red",NA,"automatic","sedan",1,7499,8.9225254,2009,9,2.5680215,0,0,0,0,0,0,0,81,729,170.0416
"chicago","chicago suburbs","2005 toyota camry le","like new","4 cylinders","fwd","gas",6.4339,"grey","mid-size","automatic","sedan",0,8800,9.0825071,2005,13,1.8615808,1,0,0,0,0,1,0,169,2197,41.39506921
"chicago","chicago N","2005 Toyota Camry V6","excellent","6 cylinders","fwd","gas",20.12,"silver","mid-size","automatic","sedan",1,2500,7.8240461,2005,13,3.0017142,0,0,0,1,0,0,1,169,2197,404.8144
"chicago","chicago suburbs","2007 Toyota Camry","Missing","4 cylinders","fwd","gas",17.9758,"silver",NA,"automatic","sedan",1,4800,8.4763708,2007,11,2.8890264,0,0,0,0,0,0,0,121,1331,323.12938564
"chicago","chicago suburbs","2011 Toyota_ Camry_","excellent","4 cylinders","fwd","gas",10,"grey","mid-size","automatic","sedan",1,8995,9.1044245,2011,7,2.3025851,0,0,0,1,0,0,0,49,343,100
"chicago","chicago W","2015 Toyota Camry","Missing","4 cylinders","fwd","gas",5.5396,"black",NA,"automatic","sedan",1,14990,9.615139,2015,3,1.7119223,0,0,0,0,0,0,0,9,27,30.68716816
"chicago","chicago suburbs","2006 TOYOTA CAMRY SE","good","4 cylinders","fwd","gas",8.4304,"silver","full-size","automatic","sedan",1,12500,9.4334841,2006,12,2.1318443,0,0,1,0,1,0,0,144,1728,71.07164416
"chicago","chicago city","2001 toyota camry le","Missing","Missing","Missing","gas",16.2014694213867,NA,NA,"automatic","Missing",0,1600,7.377759,2001,17,2.7851019,1,0,0,0,0,0,0,289,4913,262.487611412129
"chicago","chicago city","2004 toyota camry solara","Missing","Missing","Missing","gas",15.4080457687378,NA,NA,"automatic","Missing",0,2500,7.8240461,2004,14,2.7348897,0,0,0,0,0,0,0,196,2744,237.407874411518
"chicago","chicago city","2011 toyota camry le","Missing","Missing","fwd","gas",6.0154,NA,NA,"automatic","Missing",0,10695,9.2775316,2011,7,1.7943228,1,0,0,0,0,0,0,49,343,36.18503716
"chicago","chicago suburbs","2006 TOYOTA CAMRY LE","Missing","4 cylinders","Missing","gas",14.155,"red",NA,"automatic","sedan",1,3999,8.2937994,2006,12,2.6500678,1,0,0,0,0,0,0,144,1728,200.364025
"chicago","chicago N","2005 toyota camry le","Missing","Missing","Missing","gas",9.5,NA,NA,"automatic","Missing",0,4500,8.4118328,2005,13,2.2512918,1,0,0,0,0,0,0,169,2197,90.25
"chicago","chicago S","2009 Toyota Camry","Missing","Missing","fwd","gas",14.5777,"silver",NA,"automatic","sedan",1,4995,8.5161924,2009,9,2.679493,0,0,0,0,0,0,0,81,729,212.50933729
"chicago","chicago suburbs","2011 Toyota_ Camry_","excellent","4 cylinders","fwd","gas",9.9999,"grey","mid-size","automatic","sedan",1,8995,9.1044245,2011,7,2.3025751,0,0,0,1,0,0,0,49,343,99.99800001
"chicago","chicago city","2013 TOYOTA CAMRY","Missing","Missing","fwd","gas",6.7513,"black",NA,"automatic","sedan",1,11988,9.3916616,2013,5,1.9097351,0,0,0,0,0,0,0,25,125,45.58005169
"chicago","chicago city","1999 toyota camry le","good","4 cylinders","fwd","gas",16.43,NA,NA,"automatic","sedan",0,1650,7.4085307,1999,19,2.799109,1,0,0,0,1,0,0,361,6859,269.9449
"chicago","chicago W","2002 toyota camry","good","6 cylinders","fwd","gas",12.8,"brown","full-size","automatic","sedan",0,3590,8.1859074,2002,16,2.5494452,0,0,0,0,1,0,1,256,4096,163.84
"chicago","chicago suburbs","2006 Toyota_ Camry_","excellent","4 cylinders","fwd","gas",3.8,"grey","mid-size","automatic","sedan",1,8980,9.1027555,2006,12,1.3350011,0,0,0,1,0,0,0,144,1728,14.44
"chicago","chicago city","2002 toyota camry le","like new","6 cylinders","fwd","gas",14.1,"black","mid-size","automatic","sedan",1,3990,8.2915468,2002,16,2.6461749,1,0,0,0,0,1,1,256,4096,198.81
"chicago","chicago city","2012 TOYOTA CAMRY","Missing","Missing","fwd","gas",7.7938,"blue",NA,"automatic","sedan",1,10988,9.3045588,2012,6,2.0533285,0,0,0,0,0,0,0,36,216,60.74331844
"chicago",NA,"2014 Toyota Camry","Missing","4 cylinders","fwd","gas",6.7393,"red",NA,"automatic","sedan",1,11900,9.3842936,2014,4,1.907956,0,0,0,0,0,0,0,16,64,45.41816449
"chicago","chicago city","1997 toyota camry xle","Missing","4 cylinders","fwd","gas",24,"blue",NA,"automatic","Missing",0,1000,6.9077554,1997,21,3.1780539,0,1,0,0,0,0,0,441,9261,576
"chicago","chicago S","2012 toyota camry se","like new","4 cylinders","Missing","gas",11.3,"black",NA,"automatic","Missing",0,11500,9.3501024,2012,6,2.4248028,0,0,1,0,0,1,0,36,216,127.69
"chicago","chicago N","1998 toyota camry","good","4 cylinders","fwd","gas",22,NA,"mid-size","automatic","Missing",0,800,6.6846118,1998,20,3.0910425,0,0,0,0,1,0,0,400,8000,484
"chicago","indiana NW","1997 Toyota Camry XLE","good","6 cylinders","Missing","gas",21.9,"white",NA,"automatic","sedan",0,1100,7.0030656,1997,21,3.0864866,0,1,0,0,1,0,1,441,9261,479.61
"chicago",NA,"2011 Toyota Camry","Missing","4 cylinders","fwd","gas",6.4628,"black",NA,"automatic","sedan",1,9977,9.2080374,2011,7,1.8660626,0,0,0,0,0,0,0,49,343,41.76778384
"chicago","chicago city","2013 TOYOTA CAMRY","Missing","Missing","fwd","gas",7.2006,NA,NA,"automatic","sedan",1,10883,9.2949572,2013,5,1.9741644,0,0,0,0,0,0,0,25,125,51.84864036
"chicago","chicago city","2007 TOYOTA CAMRY V6 XLE","like new","6 cylinders","fwd","gas",5,"silver",NA,"automatic","sedan",0,9300,9.1377697,2007,11,1.6094379,0,1,0,0,0,1,1,121,1331,25
"chicago","chicago city","2002 Toyota Camry LE 4dr","Missing","Missing","Missing","gas",14.3267211914062,NA,NA,"automatic","Missing",0,2595,7.861342,2002,16,2.6621263,1,0,0,0,0,0,0,256,4096,205.254940096289
"chicago","chicago S","2014 toyota camry xle","excellent","4 cylinders","fwd","gas",2.389,"silver","mid-size","automatic","sedan",0,14900,9.6091166,2014,4,0.87087488,0,1,0,1,0,0,0,16,64,5.707321
"chicago","chicago S","2003 TOYOTA CAMRY","Missing","6 cylinders","Missing","gas",14.6651,"white",NA,"automatic","coupe",1,3999,8.2937994,2003,15,2.6854706,0,0,0,0,0,0,1,225,3375,215.06515801
"chicago","chicago N","2014 Toyota Camry","Missing","4 cylinders","fwd","gas",4.7536,"silver","mid-size","automatic","sedan",1,14991,9.6152058,2014,4,1.5589023,0,0,0,0,0,0,0,16,64,22.59671296
"chicago","chicago city","2007 toyota camry","Missing","4 cylinders","Missing","gas",11.6269302368164,NA,NA,"automatic","sedan",0,5500,8.6125031,2007,11,2.4533241,0,0,0,0,0,0,0,121,1331,135.185506731796
"chicago","chicago W","2005 toyota camry","good","6 cylinders","fwd","gas",18.65,"grey","mid-size","automatic","Missing",0,2300,7.7406645,2005,13,2.9258461,0,0,0,0,1,0,1,169,2197,347.8225
"chicago",NA,"2011 Toyota Camry","Missing","4 cylinders","fwd","gas",6.4628,"black",NA,"automatic","sedan",1,9900,9.2002897,2011,7,1.8660626,0,0,0,0,0,0,0,49,343,41.76778384
"chicago","chicago city","1991 toyota camry","good","4 cylinders","fwd","gas",14,NA,NA,"automatic","Missing",0,650,6.4769726,1991,27,2.6390574,0,0,0,0,1,0,0,729,19683,196
"chicago","chicago city","2006 toyota camry","good","4 cylinders","Missing","gas",15,"black","full-size","automatic","sedan",0,4000,8.2940493,2006,12,2.7080503,0,0,0,0,1,0,0,144,1728,225
"chicago","chicago S","1998 toyota camry le","Missing","4 cylinders","Missing","gas",14.5,"black","mid-size","automatic","sedan",0,550,6.3099184,1998,20,2.6741486,1,0,0,0,0,0,0,400,8000,210.25
"chicago","chicago city","2000 toyota camry","excellent","4 cylinders","Missing","gas",16.8334579467773,"green",NA,"automatic","Missing",0,2799,7.9370174,2000,18,2.8233685,0,0,0,1,0,0,0,324,5832,283.365306445921
"chicago","chicago S","2011 toyota camry le","good","Missing","Missing","gas",14.2,NA,NA,"automatic","Missing",0,6999,8.8535223,2011,7,2.6532419,1,0,0,0,1,0,0,49,343,201.64
"chicago","chicago suburbs","2001 toyota camry","like new","Missing","Missing","gas",16.2014694213867,NA,NA,"automatic","Missing",0,3400,8.1315308,2001,17,2.7851019,0,0,0,0,0,1,0,289,4913,262.487611412129
"chicago","chicago city","1999 toyota camry le","excellent","4 cylinders","fwd","gas",13.3,"silver","mid-size","automatic","sedan",1,1790,7.4899707,1999,19,2.587764,1,0,0,1,0,0,0,361,6859,176.89
"chicago","chicago city","2005 toyota camry xle","Missing","Missing","Missing","gas",14.3842515945435,NA,NA,"automatic","Missing",0,2200,7.6962128,2005,13,2.6661339,0,1,0,0,0,0,0,169,2197,206.906693935126
"chicago","chicago W","2002 Toyota Camry Solara","Missing","Missing","Missing","gas",14.3267211914062,NA,NA,"automatic","Missing",0,4695,8.4542532,2002,16,2.6621263,0,0,0,0,0,0,0,256,4096,205.254940096289
"chicago","chicago S","2008 toyota camry","Missing","Missing","Missing","gas",12.5481119155884,NA,NA,"automatic","Missing",0,8900,9.0938063,2008,10,2.5295701,0,0,0,0,0,0,0,100,1000,157.455112646131
"chicago","chicago city","2004 toyota camry xle","Missing","Missing","Missing","gas",15.4080457687378,NA,NA,"automatic","Missing",0,3599,8.1884117,2004,14,2.7348897,0,1,0,0,0,0,0,196,2744,237.407874411518
"chicago","chicago suburbs","2014 Toyota Camry","good","4 cylinders","fwd","gas",3.154,"black",NA,"automatic","sedan",0,11800,9.3758545,2014,4,1.1486715,0,0,0,0,1,0,0,16,64,9.947716
"chicago","chicago S","2008 TOYOTA CAMRY SOLARA","Missing","4 cylinders","Missing","gas",12.9926,NA,NA,"automatic","convertible",1,5999,8.6993484,2008,10,2.5643799,0,0,0,0,0,0,0,100,1000,168.80765476
"chicago","chicago suburbs","1994 toyota camry","good","4 cylinders","fwd","gas",17.99,"white","full-size","automatic","sedan",0,850,6.7452364,1994,24,2.889816,0,0,0,0,1,0,0,576,13824,323.6401
"chicago","chicago suburbs","1998 toyota camry le","good","4 cylinders","fwd","gas",16.8242588043213,"grey","full-size","automatic","sedan",0,1450,7.2793188,1998,20,2.8228219,1,0,0,0,1,0,0,400,8000,283.055684314782
"chicago","chicago suburbs","2015 Toyota Camry LE","Missing","Missing","fwd","gas",9.0147,"black",NA,"automatic","sedan",1,14995,9.6154718,2015,3,2.1988566,1,0,0,0,0,0,0,9,27,81.26481609
"chicago","chicago W","2009 toyota camry le","like new","4 cylinders","fwd","gas",13.2572,"silver","full-size","automatic","sedan",1,6300,8.7483053,2009,9,2.5845408,1,0,0,0,0,1,0,81,729,175.75335184
"chicago","chicago city","2009 TOYOTA CAMRY LE","good","4 cylinders","fwd","gas",16.4503631591797,"black","mid-size","automatic","Missing",1,5995,8.6986809,2009,9,2.8003476,1,0,0,0,1,0,0,81,729,270.614448068896
"chicago","chicago suburbs","2005 Toyota Camry","excellent","4 cylinders","fwd","gas",8.5069,NA,"mid-size","automatic","sedan",1,6277,8.744647,2005,13,2.1408775,0,0,0,1,0,0,0,169,2197,72.36734761
"chicago","chicago W","2011 toyota camry xle","excellent","6 cylinders","fwd","gas",9.0653,"green","full-size","automatic","sedan",1,8300,9.0240107,2011,7,2.2044539,0,1,0,1,0,0,1,49,343,82.17966409
"chicago","chicago suburbs","2005 TOYOTA CAMRY SOLARA","Missing","8 cylinders","Missing","gas",13.65,"red",NA,"automatic","coupe",1,4499,8.4116106,2005,13,2.6137395,0,0,0,0,0,0,0,169,2197,186.3225
"chicago","chicago city","2011 toyota camry le","excellent","4 cylinders","fwd","gas",14,"black","compact","automatic","sedan",0,6500,8.7795572,2011,7,2.6390574,1,0,0,1,0,0,0,49,343,196
"chicago","chicago city","2003 Toyota Camry","Missing","Missing","Missing","gas",10.5,NA,NA,"automatic","Missing",0,2950,7.9895606,2003,15,2.3513753,0,0,0,0,0,0,0,225,3375,110.25
"chicago","chicago city","2010 toyota camry se","Missing","Missing","Missing","gas",14.6639995574951,NA,NA,"automatic","Missing",0,12000,9.392662,2010,8,2.6853955,0,0,1,0,0,0,0,64,512,215.032883022217
"chicago","chicago city","2002 toyota camry le","Missing","4 cylinders","fwd","gas",14.3267211914062,"silver","full-size","automatic","sedan",0,1800,7.495542,2002,16,2.6621263,1,0,0,0,0,0,0,256,4096,205.254940096289
"chicago","chicago city","2003 toyota camry","good","4 cylinders","fwd","gas",18.9,NA,NA,"automatic","sedan",0,2098,7.6487398,2003,15,2.939162,0,0,0,0,1,0,0,225,3375,357.21
"chicago","chicago city","2014 Toyota Camry","Missing","Missing","Missing","gas",4.79168653488159,NA,NA,"automatic","Missing",0,12800,9.4572001,2014,4,1.5668825,0,0,0,0,0,0,0,16,64,22.9602598485656
"chicago","chicago city","2007 Toyota Camry Solara Sport","Missing","Missing","Missing","gas",11.6269302368164,NA,NA,"automatic","Missing",0,4500,8.4118328,2007,11,2.4533241,0,0,0,0,0,0,0,121,1331,135.185506731796
"chicago","chicago city","2007 Toyota Camry","excellent","4 cylinders","fwd","gas",6.2999,"black","mid-size","automatic","sedan",1,8942,9.0985146,2007,11,1.8405337,0,0,0,1,0,0,0,121,1331,39.68874001
"chicago","chicago suburbs","1994 toyota camry","good","4 cylinders","fwd","gas",17.99,"white","full-size","automatic","sedan",0,700,6.5510802,1994,24,2.889816,0,0,0,0,1,0,0,576,13824,323.6401
"chicago","chicago city","2011 toyota camry","like new","4 cylinders","fwd","gas",12.5,"white","compact","automatic","sedan",0,6500,8.7795572,2011,7,2.5257287,0,0,0,0,0,1,0,49,343,156.25
"chicago","chicago city","2007 Toyota Camry","excellent","4 cylinders","fwd","gas",6.2999,"black","mid-size","automatic","sedan",1,8888,9.0924578,2007,11,1.8405337,0,0,0,1,0,0,0,121,1331,39.68874001
"chicago","chicago W","2007 Toyota Camry","excellent","4 cylinders","fwd","gas",11.5515,"silver","mid-size","automatic","sedan",1,6350,8.7562103,2007,11,2.4468153,0,0,0,1,0,0,0,121,1331,133.43715225
"chicago","chicago city","2004 toyota camry","good","4 cylinders","Missing","gas",15.4080457687378,"white",NA,"automatic","Missing",0,3700,8.2160883,2004,14,2.7348897,0,0,0,0,1,0,0,196,2744,237.407874411518
"chicago","chicago city","2003 toyota camry","excellent","4 cylinders","fwd","gas",14.3,"silver",NA,"automatic","Missing",0,2600,7.8632669,2003,15,2.6602595,0,0,0,1,0,0,0,225,3375,204.49
"chicago","chicago city","2005 toyota camry","excellent","6 cylinders","Missing","gas",15.74,"silver",NA,"automatic","Missing",0,4300,8.3663702,2005,13,2.7562053,0,0,0,1,0,0,1,169,2197,247.7476
"chicago","chicago city","2016 TOYOTA CAMRY","Missing","Missing","fwd","gas",4.095,"black",NA,"automatic","sedan",1,14995,9.6154718,2016,2,1.4097667,0,0,0,0,0,0,0,4,8,16.769025
"chicago","chicago city","2013 toyota camry","excellent","Missing","Missing","gas",3.8,"silver",NA,"automatic","Missing",0,14000,9.546813,2013,5,1.3350011,0,0,0,1,0,0,0,25,125,14.44
"chicago","chicago city","2012 TOYOTA CAMRY","Missing","Missing","fwd","gas",10.8722,"silver",NA,"automatic","sedan",1,9999,9.2102404,2012,6,2.386209,0,0,0,0,0,0,0,36,216,118.20473284
"chicago","chicago S","2004 TOYOTA CAMRY  SOLARA","Missing","6 cylinders","Missing","gas",7.8,"white",NA,"automatic","sedan",1,4999,8.5169935,2004,14,2.0541236,0,0,0,0,0,0,1,196,2744,60.84
"chicago",NA,"2011 Toyota Camry","Missing","4 cylinders","fwd","gas",6.4628,"black",NA,"automatic","sedan",1,9995,9.2098398,2011,7,1.8660626,0,0,0,0,0,0,0,49,343,41.76778384
"chicago","chicago suburbs","2000 toyota camry","good","4 cylinders","fwd","gas",15,"silver","full-size","automatic","sedan",0,3200,8.0709057,2000,18,2.7080503,0,0,0,0,1,0,0,324,5832,225
"chicago",NA,"2014 Toyota Camry","Missing","4 cylinders","fwd","gas",6.7393,"red",NA,"automatic","sedan",1,12488,9.4325237,2014,4,1.907956,0,0,0,0,0,0,0,16,64,45.41816449
"chicago","chicago city","2011 Toyota Camry","Missing","Missing","fwd","gas",6.4655,"black",NA,"automatic","Missing",1,10995,9.3051958,2011,7,1.8664804,0,0,0,0,0,0,0,49,343,41.80269025
"chicago","chicago W","2006 toyota camry solara","good","4 cylinders","fwd","gas",14.1,"silver","mid-size","automatic","coupe",0,4900,8.4969902,2006,12,2.6461749,0,0,0,0,1,0,0,144,1728,198.81
"chicago","chicago W","2011 Toyota Camry","excellent","4 cylinders","fwd","gas",5.3763,"black","mid-size","automatic","sedan",1,10000,9.2103405,2011,7,1.6820004,0,0,0,1,0,0,0,49,343,28.90460169
"los angeles","San Fernando","1998 toyota camry","excellent","4 cylinders","Missing","gas",18.887,NA,NA,"automatic","sedan",0,2300,7.7406645,1998,20,2.9384739,0,0,0,1,0,0,0,400,8000,356.718769
"chicago","chicago suburbs","2000 TOYOTA CAMRY SOLARA","Missing","6 cylinders","Missing","gas",11.03,"silver",NA,"automatic","coupe",1,3799,8.2424936,2000,18,2.4006188,0,0,0,0,0,0,1,324,5832,121.6609
