"area","subarea","name","condition","cylinders","drive","fuel","odometer","paintcolor","size","transmission","type","dealer","price","lnprice","year","age","lnodometer","LE","XLE","SE","cond_excellent","cond_good","cond_likenew","cylind6","agesq","agecu","odometersq"
"chicago","chicago S","2002 TOYOTA CAMRY LE","good","4 cylinders","fwd","gas",15.5987,"silver","full-size","automatic","sedan",0,3980,8.2890368,2002,16,2.7471876,1,0,0,0,1,0,0,256,4096,243.31944169
"los angeles","San Fernando","2009 toyota camry","good","Missing","Missing","gas",16.4503631591797,NA,NA,"automatic","Missing",0,1540,7.3395376,2009,9,2.8003476,0,0,0,0,1,0,0,81,729,270.614448068896
"chicago","chicago city","2017 TOYOTA CAMRY","Missing","Missing","fwd","gas",5.4911,"silver",NA,"automatic","sedan",1,15995,9.6800318,2017,1,1.7031286,0,0,0,0,0,0,0,1,1,30.15217921
"chicago","chicago city","1999 toyota camry","Missing","Missing","Missing","gas",17.0199184417725,NA,NA,"automatic","Missing",0,780,6.6592941,1999,19,2.8343844,0,0,0,0,0,0,0,361,6859,289.677623764586
"chicago","chicago S","2001 toyota camry solara","Missing","Missing","Missing","gas",20.8,"white","mid-size","automatic","coupe",0,2100,7.6496925,2001,17,3.0349529,0,0,0,0,0,0,0,289,4913,432.64
"chicago","chicago suburbs","2014 Toyota Camry","excellent","4 cylinders","fwd","gas",3.3551,"blue",NA,"automatic","sedan",1,12750,9.4532862,2014,4,1.2104815,0,0,0,1,0,0,0,16,64,11.25669601
"chicago",NA,"2011 Toyota Camry","Missing","4 cylinders","fwd","gas",6.4628,"black",NA,"automatic","sedan",1,9899,9.2001886,2011,7,1.8660626,0,0,0,0,0,0,0,49,343,41.76778384
"chicago",NA,"2014 Toyota Camry","Missing","4 cylinders","fwd","gas",6.7393,"red",NA,"automatic","sedan",1,12333,9.4200335,2014,4,1.907956,0,0,0,0,0,0,0,16,64,45.41816449
"chicago","chicago city","2007 toyota camry","Missing","4 cylinders","Missing","gas",11.6269302368164,NA,NA,"automatic","Missing",0,4300,8.3663702,2007,11,2.4533241,0,0,0,0,0,0,0,121,1331,135.185506731796
"chicago","chicago city","2000 toyota camry","good","6 cylinders","Missing","gas",16.8334579467773,NA,NA,"automatic","Missing",0,1899,7.5490828,2000,18,2.8233685,0,0,0,0,1,0,1,324,5832,283.365306445921
"los angeles","San Fernando","2010 toyota camry","like new","4 cylinders","fwd","gas",4.6,"white","full-size","automatic","sedan",0,9750,9.1850224,2010,8,1.5260563,0,0,0,0,0,1,0,64,512,21.16
"chicago","chicago S","1998 TOYOTA CAMRY LE","Missing","4 cylinders","Missing","gas",7.2075,"grey",NA,"automatic","sedan",1,3299,8.1013746,1998,20,1.9751221,1,0,0,0,0,0,0,400,8000,51.94805625
"chicago","chicago city","2000 toyota camry le 4dr sedan","good","4 cylinders","fwd","gas",15,"silver","full-size","automatic","sedan",0,3200,8.0709057,2000,18,2.7080503,1,0,1,0,1,0,0,324,5832,225
"chicago","chicago S","2001 TOYOTA CAMRY","Missing","6 cylinders","Missing","gas",8.0629,"grey",NA,"automatic","sedan",1,3499,8.1602325,2001,17,2.0872734,0,0,0,0,0,0,1,289,4913,65.01035641
"chicago","chicago city","2003 toyota camry solara convertible","excellent","4 cylinders","fwd","gas",14.6,"white",NA,"automatic","convertible",0,3500,8.1605186,2003,15,2.6810215,0,0,0,1,0,0,0,225,3375,213.16
"chicago","chicago suburbs","1999 toyota camry le","good","4 cylinders","fwd","gas",17.0199184417725,"white",NA,"automatic","Missing",0,2000,7.6009026,1999,19,2.8343844,1,0,0,0,1,0,0,361,6859,289.677623764586
"chicago","chicago suburbs","2001 TOYOTA CAMRY","excellent","4 cylinders","fwd","gas",18,"grey","full-size","automatic","sedan",0,2400,7.7832241,2001,17,2.8903718,0,0,0,1,0,0,0,289,4913,324
"chicago","chicago city","1999 Toyota camry","Missing","Missing","Missing","gas",17.0199184417725,NA,NA,"automatic","Missing",0,1600,7.377759,1999,19,2.8343844,0,0,0,0,0,0,0,361,6859,289.677623764586
"los angeles","LA san gabriel","2009 toyota camry le 4dr sedan","Missing","Missing","Missing","gas",12.76,NA,NA,"automatic","Missing",0,6999,8.8535223,2009,9,2.5463152,1,0,1,0,0,0,0,81,729,162.8176
"chicago","chicago suburbs","1998 toyota camry","good","4 cylinders","fwd","gas",19.8,"red","compact","automatic","Missing",0,800,6.6846118,1998,20,2.985682,0,0,0,0,1,0,0,400,8000,392.04
"chicago","chicago city","2014 toyota camry","like new","Missing","Missing","gas",5,NA,NA,"automatic","Missing",0,13500,9.5104446,2014,4,1.6094379,0,0,0,0,0,1,0,16,64,25
"chicago","chicago suburbs","2006 toyota camry solara","good","Missing","fwd","gas",12.8694,"black",NA,"automatic","Missing",0,5000,8.5171928,2006,12,2.5548525,0,0,0,0,1,0,0,144,1728,165.62145636
"chicago","chicago city","2001 toyota camry solara","Missing","4 cylinders","fwd","gas",16.2014694213867,NA,NA,"automatic","coupe",0,2600,7.8632669,2001,17,2.7851019,0,0,0,0,0,0,0,289,4913,262.487611412129
"chicago","chicago city","2009 Toyota camry","Missing","Missing","Missing","gas",16.4503631591797,NA,NA,"automatic","Missing",0,6500,8.7795572,2009,9,2.8003476,0,0,0,0,0,0,0,81,729,270.614448068896
"chicago","chicago W","2012 toyota camry se","excellent","4 cylinders","fwd","gas",4.233,"black",NA,"automatic","Missing",0,11550,9.3544407,2012,6,1.4429109,0,0,1,1,0,0,0,36,216,17.918289
"los angeles","LA westside-southbay","2000 toyota camry le 4dr sedan","excellent","4 cylinders","fwd","gas",15.9126,"green","mid-size","automatic","sedan",0,2450,7.8038435,2000,18,2.7671113,1,0,1,1,0,0,0,324,5832,253.21083876
"chicago","chicago S","2003 toyota camry","Missing","Missing","Missing","gas",23,NA,NA,"automatic","Missing",0,2700,7.9010072,2003,15,3.1354942,0,0,0,0,0,0,0,225,3375,529
"chicago","chicago S","2002 toyota camry le","good","4 cylinders","fwd","gas",15.5987,"silver","full-size","automatic","sedan",0,3980,8.2890368,2002,16,2.7471876,1,0,0,0,1,0,0,256,4096,243.31944169
"chicago","indiana NW","1999 toyota camry le","good","4 cylinders","fwd","gas",14.415,"grey","mid-size","automatic","sedan",1,2995,8.0046997,1999,19,2.6682694,1,0,0,0,1,0,0,361,6859,207.792225
"chicago","chicago suburbs","2005 toyota camry se sedan 4d","good","4 cylinders","fwd","gas",18.9,"silver","full-size","automatic","Missing",0,3395,8.1300592,2005,13,2.939162,0,0,1,0,1,0,0,169,2197,357.21
"chicago","chicago city","2005 toyota camry","good","4 cylinders","fwd","gas",22,"red","mid-size","automatic","sedan",0,4000,8.2940493,2005,13,3.0910425,0,0,0,0,1,0,0,169,2197,484
"chicago","chicago city","1999 toyota camry","good","6 cylinders","fwd","gas",25.1925,"white","mid-size","automatic","sedan",0,1800,7.495542,1999,19,3.2265463,0,0,0,0,1,0,1,361,6859,634.66205625
"los angeles","LA long beach","1999 toyota camry xle","Missing","Missing","Missing","gas",17.0199184417725,NA,NA,"automatic","Missing",0,1000,6.9077554,1999,19,2.8343844,0,1,0,0,0,0,0,361,6859,289.677623764586
"chicago","chicago city","2003 toyota camry","Missing","Missing","Missing","gas",14.0816717147827,NA,NA,"automatic","Missing",0,2300,7.7406645,2003,15,2.6448741,0,0,0,0,0,0,0,225,3375,198.293478282911
"chicago","chicago city","1999 1999 Toyota Camry","Missing","Missing","Missing","gas",17.0199184417725,NA,NA,"automatic","Missing",0,2200,7.6962128,1999,19,2.8343844,0,0,0,0,0,0,0,361,6859,289.677623764586
"chicago","chicago city","2003 toyota camry","Missing","Missing","Missing","gas",14.0816717147827,NA,NA,"automatic","Missing",0,2500,7.8240461,2003,15,2.6448741,0,0,0,0,0,0,0,225,3375,198.293478282911
"los angeles","LA long beach","2012 Toyota Camry","Missing","Missing","Missing","gas",8.30497360229492,NA,NA,"automatic","Missing",0,8000,8.9871969,2012,6,2.1168547,0,0,0,0,0,0,0,36,216,68.9725865348155
"chicago","chicago city","2009 Toyota Camry","Missing","Missing","Missing","gas",16.4503631591797,NA,NA,"automatic","Missing",0,6800,8.8246775,2009,9,2.8003476,0,0,0,0,0,0,0,81,729,270.614448068896
"chicago","chicago N","1998 toyota camry le","good","4 cylinders","fwd","gas",20,"custom","full-size","automatic","sedan",0,1000,6.9077554,1998,20,2.9957323,1,0,0,0,1,0,0,400,8000,400
"chicago","chicago city","2015 TOYOTA CAMRY","Missing","Missing","fwd","gas",3.6154,"white",NA,"automatic","sedan",1,14994,9.6154051,2015,3,1.2852025,0,0,0,0,0,0,0,9,27,13.07111716
"chicago","chicago W","2006 toyota camry solara convertible","excellent","6 cylinders","fwd","gas",7.5962,"black",NA,"automatic","Missing",0,9785,9.1886063,2006,12,2.0276482,0,0,0,1,0,0,1,144,1728,57.70225444
"chicago","chicago S","1999 toyota camry le","excellent","4 cylinders","fwd","gas",17.0199184417725,NA,"full-size","automatic","coupe",0,1500,7.3132205,1999,19,2.8343844,1,0,0,1,0,0,0,361,6859,289.677623764586
"chicago","chicago city","2015 toyota camry xle","excellent","4 cylinders","fwd","gas",4.96321296691895,"silver",NA,"automatic","Missing",1,17777,9.7856607,2015,3,1.6020533,0,1,0,1,0,0,0,9,27,24.6334829549924
"los angeles","San Fernando","2009 toyota camry","excellent","6 cylinders","fwd","gas",16.4503631591797,NA,NA,"automatic","sedan",0,8500,9.047821,2009,9,2.8003476,0,0,0,1,0,0,1,81,729,270.614448068896
"chicago","chicago W","2016 Toyota Camry","Missing","4 cylinders","fwd","gas",4.5484,"black",NA,"automatic","sedan",1,14593,9.5882969,2016,2,1.5147755,0,0,0,0,0,0,0,4,8,20.68794256
"chicago","chicago S","2003 TOYOTA CAMRY  SOLARA","Missing","6 cylinders","Missing","gas",15.7,"black",NA,"automatic","SUV",1,5499,8.6123219,2003,15,2.7536607,0,0,0,0,0,0,1,225,3375,246.49
"chicago","chicago N","2010 Toyota Camry se","Missing","Missing","Missing","gas",14.6639995574951,NA,NA,"automatic","Missing",0,10800,9.2873011,2010,8,2.6853955,0,0,1,0,0,0,0,64,512,215.032883022217
"los angeles","LA long beach","2010 toyota camry","like new","4 cylinders","fwd","gas",4.6,"white","full-size","automatic","sedan",0,9750,9.1850224,2010,8,1.5260563,0,0,0,0,0,1,0,64,512,21.16
"chicago","chicago suburbs","2007 TOYOTA CAMRY","Missing","4 cylinders","Missing","gas",4.314,"red",NA,"automatic","sedan",1,9499,9.1589422,2007,11,1.4618655,0,0,0,0,0,0,0,121,1331,18.610596
"los angeles","San Fernando","2014 Toyota Camry XLE","Missing","Missing","fwd","gas",2.23,"black",NA,"automatic","sedan",1,16450,9.7080803,2014,4,0.8020016,0,1,0,0,0,0,0,16,64,4.9729
"los angeles","LA san gabriel","1999 toyota camry","Missing","Missing","Missing","gas",17.0199184417725,NA,NA,"automatic","Missing",0,2500,7.8240461,1999,19,2.8343844,0,0,0,0,0,0,0,361,6859,289.677623764586
"los angeles","San Fernando","2001 toyota camry solara","Missing","Missing","Missing","gas",12,NA,NA,"automatic","Missing",0,3000,8.0063677,2001,17,2.4849067,0,0,0,0,0,0,0,289,4913,144
"los angeles","central LA","2005 Toyota Camry LE","excellent","4 cylinders","Missing","gas",14.3842515945435,NA,NA,"automatic","sedan",0,5800,8.6656132,2005,13,2.6661339,1,0,0,1,0,0,0,169,2197,206.906693935126
"los angeles","LA long beach","2014 toyota camry se","good","4 cylinders","fwd","gas",6.6,"silver","compact","automatic","sedan",0,13000,9.4727049,2014,4,1.8870697,0,0,1,0,1,0,0,16,64,43.56
"los angeles","LA san gabriel","2005 toyota camry","good","Missing","Missing","gas",10,"black",NA,"automatic","Missing",0,5000,8.5171928,2005,13,2.3025851,0,0,0,0,1,0,0,169,2197,100
"los angeles","central LA","2006 Toyota Camry Solara SE","Missing","Missing","fwd","gas",11.2426,"blue",NA,"automatic","coupe",1,6995,8.852951,2006,12,2.4197102,0,0,1,0,0,0,0,144,1728,126.39605476
"los angeles","San Fernando","2012 toyota Camry LE","like new","4 cylinders","fwd","gas",4.8894,"grey","mid-size","automatic","sedan",0,11995,9.3922453,2012,6,1.5870696,1,0,0,0,0,1,0,36,216,23.90623236
"los angeles","LA san gabriel","2000 Toyota Camry","Missing","Missing","Missing","gas",16.8334579467773,NA,NA,"automatic","Missing",0,1299,7.1693501,2000,18,2.8233685,0,0,0,0,0,0,0,324,5832,283.365306445921
"los angeles","LA westside-southbay","2001 toyota camry ce","excellent","Missing","Missing","gas",16.2014694213867,NA,NA,"automatic","Missing",0,2500,7.8240461,2001,17,2.7851019,0,0,0,1,0,0,0,289,4913,262.487611412129
"los angeles","North LA county","2003 toyota camry","Missing","4 cylinders","Missing","gas",17.5,NA,NA,"automatic","Missing",0,2500,7.8240461,2003,15,2.862201,0,0,0,0,0,0,0,225,3375,306.25
"los angeles","central LA","2009 toyota camry","excellent","4 cylinders","Missing","gas",8.1,NA,NA,"automatic","Missing",0,7600,8.9359035,2009,9,2.0918641,0,0,0,1,0,0,0,81,729,65.61
"los angeles","LA westside-southbay","2001 toyota camry ce","excellent","Missing","Missing","gas",16.2014694213867,NA,NA,"automatic","sedan",0,2500,7.8240461,2001,17,2.7851019,0,0,0,1,0,0,0,289,4913,262.487611412129
"los angeles","central LA","2007 toyota camry","like new","6 cylinders","Missing","gas",11.1465,NA,NA,"automatic","Missing",0,6000,8.6995144,2007,11,2.4111257,0,0,0,0,0,1,1,121,1331,124.24446225
"los angeles","central LA","2009 toyota camry","like new","Missing","Missing","gas",8.1,NA,NA,"automatic","Missing",0,7595,8.9352455,2009,9,2.0918641,0,0,0,0,0,1,0,81,729,65.61
"los angeles","LA westside-southbay","2005 Toyota Camry","excellent","6 cylinders","fwd","gas",14.3842515945435,"white","full-size","automatic","sedan",0,1055,6.9612961,2005,13,2.6661339,0,0,0,1,0,0,1,169,2197,206.906693935126
"los angeles","LA long beach","2010 toyota camry se 4dr sedan","Missing","Missing","Missing","gas",14.6639995574951,NA,NA,"automatic","Missing",0,4500,8.4118328,2010,8,2.6853955,0,0,1,0,0,0,0,64,512,215.032883022217
"los angeles","LA san gabriel","2005 toyota camry","Missing","Missing","Missing","gas",14.3842515945435,NA,NA,"automatic","Missing",0,3400,8.1315308,2005,13,2.6661339,0,0,0,0,0,0,0,169,2197,206.906693935126
"los angeles","San Fernando","2008 Toyota Camry","excellent","4 cylinders","Missing","gas",12.5481119155884,NA,NA,"automatic","Missing",0,6999,8.8535223,2008,10,2.5295701,0,0,0,1,0,0,0,100,1000,157.455112646131
"los angeles","LA long beach","2005 Toyota Camry Le","good","4 cylinders","fwd","gas",15.1352,"silver","mid-size","automatic","sedan",0,3800,8.2427559,2005,13,2.7170231,0,0,0,0,1,0,0,169,2197,229.07427904
"los angeles","San Fernando","2000 toyota camry","excellent","4 cylinders","Missing","gas",16.8334579467773,"brown","full-size","automatic","sedan",0,2700,7.9010072,2000,18,2.8233685,0,0,0,1,0,0,0,324,5832,283.365306445921
"los angeles","LA westside-southbay","2003 toyota camry xle","like new","4 cylinders","fwd","gas",14.0816717147827,"white","full-size","automatic","sedan",0,1000,6.9077554,2003,15,2.6448741,0,1,0,0,0,1,0,225,3375,198.293478282911
"los angeles","LA westside-southbay","2004 Toyota Camry Le","excellent","6 cylinders","fwd","gas",15.4080457687378,"white","full-size","automatic","Missing",0,1060,6.9660244,2004,14,2.7348897,0,0,0,1,0,0,1,196,2744,237.407874411518
"los angeles","San Fernando","2013 Toyota Camry SE","excellent","4 cylinders","Missing","gas",7.5316333770752,NA,NA,"automatic","Missing",0,10995,9.3051958,2013,5,2.0191119,0,0,1,1,0,0,0,25,125,56.7255013266731
"los angeles","central LA","2009 toyota camry","Missing","Missing","Missing","gas",16.4503631591797,NA,NA,"automatic","Missing",0,7899,8.9744911,2009,9,2.8003476,0,0,0,0,0,0,0,81,729,270.614448068896
"los angeles","San Fernando","2007 toyota camry","like new","6 cylinders","Missing","gas",11.6269302368164,NA,NA,"automatic","Missing",0,6000,8.6995144,2007,11,2.4533241,0,0,0,0,0,1,1,121,1331,135.185506731796
"los angeles","central LA","2004 toyota camry","good","Missing","Missing","gas",15.4080457687378,NA,NA,"automatic","Missing",0,2500,7.8240461,2004,14,2.7348897,0,0,0,0,1,0,0,196,2744,237.407874411518
"los angeles","San Fernando","2011 Toyota Camry","excellent","4 cylinders","fwd","gas",11.1,NA,NA,"automatic","Missing",0,8000,8.9871969,2011,7,2.406945,0,0,0,1,0,0,0,49,343,123.21
"los angeles","LA westside-southbay","2002 toyota camry","excellent","Missing","Missing","gas",14.3267211914062,NA,NA,"automatic","Missing",0,3000,8.0063677,2002,16,2.6621263,0,0,0,1,0,0,0,256,4096,205.254940096289
"los angeles","San Fernando","2003 Toyota camry","Missing","4 cylinders","Missing","gas",14.0816717147827,NA,NA,"automatic","Missing",0,2500,7.8240461,2003,15,2.6448741,0,0,0,0,0,0,0,225,3375,198.293478282911
"los angeles","LA long beach","2005 Toyota Camry","good","4 cylinders","fwd","gas",15.1352,"silver","mid-size","automatic","sedan",0,3800,8.2427559,2005,13,2.7170231,0,0,0,0,1,0,0,169,2197,229.07427904
"los angeles","central LA","2007 TOYOTA CAMRY LE","excellent","4 cylinders","fwd","gas",18.3138,"blue","mid-size","automatic","sedan",0,4900,8.4969902,2007,11,2.9076548,1,0,0,1,0,0,0,121,1331,335.39527044
"los angeles","LA westside-southbay","2002 Toyota Camry LE","good","Missing","Missing","gas",14.3267211914062,NA,NA,"automatic","Missing",0,2500,7.8240461,2002,16,2.6621263,1,0,0,0,1,0,0,256,4096,205.254940096289
"los angeles","San Fernando","2007 Toyota Camry LE","excellent","4 cylinders","fwd","gas",10.169,"silver","mid-size","automatic","sedan",0,6500,8.7795572,2007,11,2.3193438,1,0,0,1,0,0,0,121,1331,103.408561
"los angeles","LA long beach","2016 toyota camry","Missing","Missing","Missing","gas",4.24904441833496,NA,NA,"automatic","Missing",0,12700,9.449357,2016,2,1.4466941,0,0,0,0,0,0,0,4,8,18.0543784689835
"los angeles","central LA","2001 Toyota camry le","Missing","Missing","Missing","gas",16.2014694213867,NA,NA,"automatic","Missing",0,2500,7.8240461,2001,17,2.7851019,1,0,0,0,0,0,0,289,4913,262.487611412129
"los angeles","central LA","2003 toyota camry","Missing","Missing","Missing","gas",14.0816717147827,NA,NA,"automatic","Missing",0,2400,7.7832241,2003,15,2.6448741,0,0,0,0,0,0,0,225,3375,198.293478282911
"los angeles","LA long beach","2014 toyota camry se 4dr sedan","Missing","Missing","Missing","gas",4.79168653488159,NA,NA,"automatic","Missing",0,9500,9.1590471,2014,4,1.5668825,0,0,1,0,0,0,0,16,64,22.9602598485656
"los angeles","San Fernando","2001 toyota camry le","excellent","4 cylinders","Missing","gas",13.3,"grey",NA,"automatic","Missing",0,3300,8.1016779,2001,17,2.587764,1,0,0,1,0,0,0,289,4913,176.89
"los angeles","central LA","2014 Toyota Camry Se","Missing","Missing","Missing","gas",2.6942,NA,NA,"automatic","Missing",0,10300,9.2398996,2014,4,0.99110132,0,0,0,0,0,0,0,16,64,7.25871364
"los angeles","central LA","1994 toyota camry le","good","Missing","Missing","gas",20.4159,"red","mid-size","automatic","Missing",0,600,6.3969297,1994,24,3.016314,1,0,0,0,1,0,0,576,13824,416.80897281
"los angeles","San Fernando","2006 Toyota camry","Missing","Missing","Missing","gas",10.5,NA,NA,"automatic","Missing",0,4800,8.4763708,2006,12,2.3513753,0,0,0,0,0,0,0,144,1728,110.25
"los angeles","central LA","2007 toyota camry le 4dr sedan","excellent","4 cylinders","fwd","gas",13.8183,"blue","mid-size","automatic","sedan",0,4900,8.4969902,2007,11,2.6259937,1,0,1,1,0,0,0,121,1331,190.94541489
"los angeles","San Fernando","2006 Toyota Camry","like new","4 cylinders","Missing","gas",12.6671810150147,"grey","full-size","automatic","sedan",0,2300,7.7406645,2006,12,2.5390146,0,0,0,0,0,1,0,144,1728,160.457474867148
"los angeles","central LA","2008 Toyota camry","good","4 cylinders","Missing","gas",15,"black","full-size","automatic","sedan",0,4999,8.5169935,2008,10,2.7080503,0,0,0,0,1,0,0,100,1000,225
"los angeles","LA long beach","2007 toyota camry","like new","6 cylinders","Missing","gas",11.6269302368164,NA,NA,"automatic","Missing",0,6000,8.6995144,2007,11,2.4533241,0,0,0,0,0,1,1,121,1331,135.185506731796
"los angeles","San Fernando","2005 Toyota Camry or Prius","Missing","Missing","Missing","gas",14.3842515945435,NA,NA,"automatic","Missing",0,9000,9.1049795,2005,13,2.6661339,0,0,0,0,0,0,0,169,2197,206.906693935126
"los angeles","central LA","2015 Toyota Camry Se","Missing","Missing","Missing","gas",3.5007,NA,NA,"automatic","Missing",0,11900,9.3842936,2015,3,1.2529629,0,0,0,0,0,0,0,9,27,12.25490049
"los angeles","central LA","2000 Toyota Camry","good","4 cylinders","fwd","gas",12,"white","compact","automatic","sedan",0,3900,8.2687321,2000,18,2.4849067,0,0,0,0,1,0,0,324,5832,144
"los angeles","central LA","1998 toyota camry","good","Missing","Missing","gas",16.8242588043213,NA,NA,"automatic","Missing",0,2500,7.8240461,1998,20,2.8228219,0,0,0,0,1,0,0,400,8000,283.055684314782
"los angeles","central LA","2009 toyota camry","excellent","4 cylinders","Missing","gas",8.1,NA,NA,"automatic","Missing",0,7500,8.922658,2009,9,2.0918641,0,0,0,1,0,0,0,81,729,65.61
"los angeles","central LA","2012 toyota camry","Missing","Missing","Missing","gas",8.30497360229492,NA,NA,"automatic","Missing",0,1000,6.9077554,2012,6,2.1168547,0,0,0,0,0,0,0,36,216,68.9725865348155
"los angeles","LA san gabriel","1993 toyota camry","Missing","Missing","Missing","gas",31.95,NA,NA,"automatic","Missing",0,550,6.3099184,1993,25,3.4641721,0,0,0,0,0,0,0,625,15625,1020.8025
"los angeles","North LA county","1994 toyota camry","good","4 cylinders","fwd","gas",17.5489749908447,"black","compact","automatic","sedan",0,1000,6.9077554,1994,24,2.8649955,0,0,0,0,1,0,0,576,13824,307.966523229294
"los angeles","LA long beach","2015 Toyota Camry SE","like new","4 cylinders","fwd","gas",11.5629,NA,"compact","automatic","sedan",0,11400,9.3413687,2015,3,2.4478016,0,0,1,0,0,1,0,9,27,133.70065641
"los angeles","San Fernando","2007 toyota camry","excellent","4 cylinders","fwd","gas",8.48,"green","full-size","automatic","Missing",0,8300,9.0240107,2007,11,2.1377103,0,0,0,1,0,0,0,121,1331,71.9104
"los angeles","central LA","2009 toyota camry le","excellent","Missing","Missing","gas",16.4503631591797,NA,NA,"automatic","Missing",0,7600,8.9359035,2009,9,2.8003476,1,0,0,1,0,0,0,81,729,270.614448068896
"los angeles","LA westside-southbay","2007 Toyota Camry XLE","like new","Missing","fwd","gas",11.6269302368164,NA,"full-size","automatic","sedan",0,1500,7.3132205,2007,11,2.4533241,0,1,0,0,0,1,0,121,1331,135.185506731796
"los angeles","LA westside-southbay","2006 toyota camry solara","good","6 cylinders","fwd","gas",16.4213,"blue","mid-size","automatic","coupe",0,3950,8.2814713,2006,12,2.7985792,0,0,0,0,1,0,1,144,1728,269.65909369
"los angeles","central LA","2015 Toyota Camry","Missing","Missing","Missing","gas",3.4306,NA,NA,"automatic","Missing",0,12100,9.4009609,2015,3,1.2327352,0,0,0,0,0,0,0,9,27,11.76901636
"los angeles","San Fernando","1996 Toyota Camry","good","4 cylinders","fwd","gas",21.9,NA,NA,"automatic","Missing",0,1200,7.0900769,1996,22,3.0864866,0,0,0,0,1,0,0,484,10648,479.61
"los angeles","San Fernando","2014 Toyota Camry SE","Missing","Missing","Missing","gas",5.25,NA,NA,"automatic","Missing",0,13600,9.5178251,2014,4,1.658228,0,0,1,0,0,0,0,16,64,27.5625
"los angeles","San Fernando","1995 toyota camry","Missing","Missing","Missing","gas",20.0425338745117,NA,NA,"automatic","Missing",0,1500,7.3132205,1995,23,2.9978566,0,0,0,0,0,0,0,529,12167,401.70316411095
"los angeles","central LA","2003 toyota camry","good","Missing","Missing","gas",17.5,NA,NA,"automatic","Missing",0,2500,7.8240461,2003,15,2.862201,0,0,0,0,1,0,0,225,3375,306.25
"los angeles","LA westside-southbay","2001 Toyota Camry ce","excellent","Missing","Missing","gas",16.2014694213867,NA,NA,"automatic","Missing",0,2500,7.8240461,2001,17,2.7851019,0,0,0,1,0,0,0,289,4913,262.487611412129
"los angeles","central LA","2000 toyota camry","excellent","4 cylinders","Missing","gas",16.8334579467773,"brown","full-size","automatic","sedan",0,2700,7.9010072,2000,18,2.8233685,0,0,0,1,0,0,0,324,5832,283.365306445921
"los angeles","San Fernando","2003 toyota camry","Missing","Missing","Missing","gas",14.0816717147827,NA,NA,"automatic","Missing",0,2500,7.8240461,2003,15,2.6448741,0,0,0,0,0,0,0,225,3375,198.293478282911
"los angeles","LA westside-southbay","2005 toyota camry xle","excellent","6 cylinders","fwd","gas",14.3842515945435,"white","full-size","automatic","sedan",0,1068,6.9735432,2005,13,2.6661339,0,1,0,1,0,0,1,169,2197,206.906693935126
"los angeles","San Fernando","2007 toyota camry ce","Missing","4 cylinders","Missing","gas",11.6269302368164,"black",NA,"automatic","sedan",1,6995,8.852951,2007,11,2.4533241,0,0,0,0,0,0,0,121,1331,135.185506731796
